"b","dataset","n_models","models","weights","distance_meas","distance_est","var_pred","r2","bias","lower_CI","upper_CI","mae","rmse"
11,"natalia_oliveira_2023",27,"[28] Ben Saad et al. 2009; [58] Delbressine et al. 2023; [40] Britto et al. 2013; [15] Masmoudi et al. 2008; [42] Britto et al. 2013; [27] Alameri et al. 2009; [37] Hill et al. 2011; [09] Camarri et al. 2006; [45] Kim et al. 2014; [26] Jenkins et al. 2009; [18] Iwama et al. 2009; [20] Jenkins et al. 2009; [02] Enright & Sherrill 1998; [43] Rao et al. 2013; [55] Almeida et al. 2019; [54] Almeida et al. 2019; [07] Enrigth et al. 2003; [47] Nusdwinuringtyas et al, 2014; [10] Camarri et al. 2006; [50] Zou et al. 2017; [06] Gibbons et al. 2001; [30] Osses et al. 2010; [13] Chetta et al. 2006; [32] Soares, Pereira 2011; [48] Fernandes et al. 2016; [34] Dourado, Vidotto, Guerra 2011; [04] Troosters, Gosselink & Decramer 1999","0.8304;-0.0685;-0.3527;-0.1385;0.1661;0.5643;0.172;0.2374;0.2633;-0.0019;0.296;-0.0366;0.6917;-0.154;0.0909;-0.3223;-0.0367;0.3068;-0.4707;-0.2053;-0.4775;-0.0383;-0.545;-0.2153;0.2503;0.0572;0.1367",670.168421052632,571.916514820986,1760.6679615961,0.234802597481193,-98.251906231646,-243.453348991829,28.1732824158294,104.318138282252,122.853377199246
12,"natalia_oliveira_2023",9,"[54] Almeida et al. 2019; [10] Camarri et al. 2006; [02] Enright & Sherrill 1998; [43] Rao et al. 2013; [09] Camarri et al. 2006; [58] Delbressine et al. 2023; [20] Jenkins et al. 2009; [55] Almeida et al. 2019; [45] Kim et al. 2014","-0.0859;-0.012;1.0262;-0.4237;0.671;-0.2659;-0.437;0.137;0.3902",682.573684210526,733.065820013465,1000.97720550701,0.25041193936517,50.4921358029385,-61.352600611511,155.973640386113,67.0683267403561,80.7657501831166
13,"natalia_oliveira_2023",20,"[40] Britto et al. 2013; [28] Ben Saad et al. 2009; [18] Iwama et al. 2009; [34] Dourado, Vidotto, Guerra 2011; [15] Masmoudi et al. 2008; [55] Almeida et al. 2019; [50] Zou et al. 2017; [07] Enrigth et al. 2003; [30] Osses et al. 2010; [32] Soares, Pereira 2011; [45] Kim et al. 2014; [02] Enright & Sherrill 1998; [37] Hill et al. 2011; [58] Delbressine et al. 2023; [04] Troosters, Gosselink & Decramer 1999; [47] Nusdwinuringtyas et al, 2014; [13] Chetta et al. 2006; [10] Camarri et al. 2006; [26] Jenkins et al. 2009; [06] Gibbons et al. 2001","-0.4624;0.5776;0.2669;-0.0644;-0.1293;0.1183;-0.0525;0.0229;-0.1502;-0.2768;0.7245;0.7161;0.1398;-0.0542;0.4121;0.6334;-0.5408;-0.2961;-0.0728;-0.5122",675.88947368421,651.414875599829,2082.17826386092,0.28126684428146,-24.4745980843817,-156.851380541045,105.45726396355,57.1474242393885,75.746031125737
14,"natalia_oliveira_2023",23,"[13] Chetta et al. 2006; [47] Nusdwinuringtyas et al, 2014; [30] Osses et al. 2010; [48] Fernandes et al. 2016; [55] Almeida et al. 2019; [34] Dourado, Vidotto, Guerra 2011; [28] Ben Saad et al. 2009; [18] Iwama et al. 2009; [42] Britto et al. 2013; [04] Troosters, Gosselink & Decramer 1999; [40] Britto et al. 2013; [58] Delbressine et al. 2023; [54] Almeida et al. 2019; [27] Alameri et al. 2009; [43] Rao et al. 2013; [20] Jenkins et al. 2009; [26] Jenkins et al. 2009; [09] Camarri et al. 2006; [07] Enrigth et al. 2003; [06] Gibbons et al. 2001; [02] Enright & Sherrill 1998; [45] Kim et al. 2014; [32] Soares, Pereira 2011","-0.6153;0.2926;-0.0884;0.2185;0.0839;-0.0333;0.6709;0.2694;0.1454;0.0441;-0.3053;-0.0842;-0.2967;0.6026;-0.2321;-0.142;-0.1521;0.208;-0.0257;-0.5173;1.0209;0.2794;-0.3434",674.973684210526,558.840416334993,1728.95892869331,0.336397067160816,-116.133267875533,-237.277106595354,1.53074831066877,118.682101133249,133.293654497963
15,"natalia_oliveira_2023",14,"[32] Soares, Pereira 2011; [42] Britto et al. 2013; [15] Masmoudi et al. 2008; [13] Chetta et al. 2006; [37] Hill et al. 2011; [45] Kim et al. 2014; [04] Troosters, Gosselink & Decramer 1999; [54] Almeida et al. 2019; [07] Enrigth et al. 2003; [06] Gibbons et al. 2001; [30] Osses et al. 2010; [27] Alameri et al. 2009; [02] Enright & Sherrill 1998; [58] Delbressine et al. 2023","-0.5672;0.0894;-0.2536;-0.3408;0.0241;0.2537;0.4636;-0.1397;-0.0281;0.3446;-0.3782;0.6994;0.9781;-0.1454",671.636842105263,644.954419782172,1400.26209370869,0.183503855041311,-26.6824223230909,-158.027522040426,111.019990590575,58.4853891149966,78.0010339137567
16,"natalia_oliveira_2023",1,"[06] Gibbons et al. 2001","1",675.747368421053,727.221263157895,1784.5427063325,0.152855284772867,51.473894736842,-135.64,194.35,77.372947368421,95.6555771450225
17,"natalia_oliveira_2023",14,"[47] Nusdwinuringtyas et al, 2014; [07] Enrigth et al. 2003; [09] Camarri et al. 2006; [26] Jenkins et al. 2009; [42] Britto et al. 2013; [15] Masmoudi et al. 2008; [20] Jenkins et al. 2009; [30] Osses et al. 2010; [45] Kim et al. 2014; [10] Camarri et al. 2006; [18] Iwama et al. 2009; [58] Delbressine et al. 2023; [55] Almeida et al. 2019; [54] Almeida et al. 2019","0.2881;0.2197;0.262;0.1604;0.2294;0.0254;0.0215;-0.0388;-0.0246;-0.2521;-0.2129;0.1317;0.2634;-0.073",676.168421052632,645.83502242425,966.283039305986,0.265045971537397,-30.3333986283811,-157.290266832858,114.764877018466,63.4851175640708,83.1817873127683
18,"natalia_oliveira_2023",4,"[10] Camarri et al. 2006; [30] Osses et al. 2010; [15] Masmoudi et al. 2008; [40] Britto et al. 2013","0.3833;0.2754;0.134;0.2073",671.11052631579,695.264840175446,1380.20623106919,0.195392663564078,24.1543138596561,-100.546363540818,137.007988288632,52.1913836275953,63.5902929510522
19,"natalia_oliveira_2023",10,"[06] Gibbons et al. 2001; [20] Jenkins et al. 2009; [04] Troosters, Gosselink & Decramer 1999; [15] Masmoudi et al. 2008; [34] Dourado, Vidotto, Guerra 2011; [54] Almeida et al. 2019; [30] Osses et al. 2010; [55] Almeida et al. 2019; [18] Iwama et al. 2009; [27] Alameri et al. 2009","0.0666;-0.161;0.5421;-0.0781;0.0226;-0.0698;-0.0187;0.235;0.1499;0.3115",672.905263157895,666.401843955029,1124.79305423238,0.213697050466087,-6.50341920286584,-129.34616765015,126.670323694997,49.1213534688063,66.7900329639307
20,"natalia_oliveira_2023",20,"[47] Nusdwinuringtyas et al, 2014; [50] Zou et al. 2017; [30] Osses et al. 2010; [58] Delbressine et al. 2023; [20] Jenkins et al. 2009; [02] Enright & Sherrill 1998; [42] Britto et al. 2013; [10] Camarri et al. 2006; [55] Almeida et al. 2019; [27] Alameri et al. 2009; [07] Enrigth et al. 2003; [34] Dourado, Vidotto, Guerra 2011; [26] Jenkins et al. 2009; [32] Soares, Pereira 2011; [09] Camarri et al. 2006; [37] Hill et al. 2011; [48] Fernandes et al. 2016; [28] Ben Saad et al. 2009; [43] Rao et al. 2013; [04] Troosters, Gosselink & Decramer 1999","0.0297;-0.1973;-0.0835;-0.12;-0.079;0.575;0.1689;-0.4656;0.0782;0.6342;-0.0901;0.0532;-0.0444;-0.1905;0.2386;0.0075;0.1141;0.4241;-0.1834;0.1302",674.247368421053,589.806290563421,1949.24402471567,0.290424312402572,-84.4410778576312,-212.974745653984,38.6951905707254,91.2392340204006,108.549030021656
21,"natalia_oliveira_2023",2,"[43] Rao et al. 2013; [18] Iwama et al. 2009","0.5;0.5",666.231578947368,501.018352631579,381.186097734782,0.105138632287108,-165.213226315789,-296.7525,-9.5294999999999,165.625642105263,180.490269054908
22,"natalia_oliveira_2023",9,"[06] Gibbons et al. 2001; [34] Dourado, Vidotto, Guerra 2011; [04] Troosters, Gosselink & Decramer 1999; [02] Enright & Sherrill 1998; [13] Chetta et al. 2006; [43] Rao et al. 2013; [47] Nusdwinuringtyas et al, 2014; [27] Alameri et al. 2009; [30] Osses et al. 2010","-0.0748;-0.3431;0.5274;0.8871;-0.4691;-0.484;0.7794;0.5906;-0.4136",678.968421052632,663.507135072246,1003.35385475752,0.206407613450145,-15.4612859803854,-157.44175652993,106.882466553746,51.8332653903608,69.9587895482673
23,"natalia_oliveira_2023",12,"[27] Alameri et al. 2009; [48] Fernandes et al. 2016; [06] Gibbons et al. 2001; [55] Almeida et al. 2019; [45] Kim et al. 2014; [04] Troosters, Gosselink & Decramer 1999; [40] Britto et al. 2013; [20] Jenkins et al. 2009; [07] Enrigth et al. 2003; [37] Hill et al. 2011; [30] Osses et al. 2010; [43] Rao et al. 2013","0.5939;0.0908;-0.0012;0.1617;0.1063;0.412;0.0498;-0.2009;0.115;0.3468;-0.1128;-0.5615",682.326315789474,749.694299675267,1184.93924951705,0.205703733366653,67.3679838857932,-61.7416662004977,181.571482035599,79.7159300347255,94.9188538283624
24,"natalia_oliveira_2023",20,"[37] Hill et al. 2011; [28] Ben Saad et al. 2009; [50] Zou et al. 2017; [09] Camarri et al. 2006; [55] Almeida et al. 2019; [06] Gibbons et al. 2001; [13] Chetta et al. 2006; [26] Jenkins et al. 2009; [30] Osses et al. 2010; [20] Jenkins et al. 2009; [18] Iwama et al. 2009; [32] Soares, Pereira 2011; [07] Enrigth et al. 2003; [43] Rao et al. 2013; [15] Masmoudi et al. 2008; [42] Britto et al. 2013; [47] Nusdwinuringtyas et al, 2014; [40] Britto et al. 2013; [34] Dourado, Vidotto, Guerra 2011; [48] Fernandes et al. 2016","0.4217;0.7333;-0.2794;0.473;0.0878;-0.674;-0.7603;0.0475;0.0687;0.0274;0.4218;-0.2387;0.1406;-0.2326;-0.0794;0.2303;0.4546;-0.3963;0.1984;0.3556",665.263157894737,709.459695218046,1519.06429175054,0.186834912845605,44.196537323309,-82.8079961683546,163.542534462902,66.0285479916695,80.6257640365398
25,"natalia_oliveira_2023",24,"[28] Ben Saad et al. 2009; [48] Fernandes et al. 2016; [43] Rao et al. 2013; [27] Alameri et al. 2009; [07] Enrigth et al. 2003; [15] Masmoudi et al. 2008; [50] Zou et al. 2017; [26] Jenkins et al. 2009; [32] Soares, Pereira 2011; [30] Osses et al. 2010; [34] Dourado, Vidotto, Guerra 2011; [37] Hill et al. 2011; [45] Kim et al. 2014; [47] Nusdwinuringtyas et al, 2014; [13] Chetta et al. 2006; [04] Troosters, Gosselink & Decramer 1999; [09] Camarri et al. 2006; [20] Jenkins et al. 2009; [18] Iwama et al. 2009; [54] Almeida et al. 2019; [42] Britto et al. 2013; [06] Gibbons et al. 2001; [55] Almeida et al. 2019; [40] Britto et al. 2013","0.7839;0.3205;-0.2917;0.6644;0.2186;-0.0494;-0.4079;-0.0679;-0.3291;0.089;0.1132;0.4676;0.2394;0.3315;-0.7419;0.2289;0.0568;-0.0196;0.3722;-0.2942;0.109;-0.6016;0.0908;-0.2826",673.026315789474,643.214796084357,1896.3269941394,0.29326027409616,-29.8115197051163,-159.76429812142,95.7262117084633,56.8946058003935,73.3873496105278
26,"natalia_oliveira_2023",15,"[18] Iwama et al. 2009; [40] Britto et al. 2013; [13] Chetta et al. 2006; [06] Gibbons et al. 2001; [54] Almeida et al. 2019; [26] Jenkins et al. 2009; [34] Dourado, Vidotto, Guerra 2011; [02] Enright & Sherrill 1998; [10] Camarri et al. 2006; [43] Rao et al. 2013; [09] Camarri et al. 2006; [20] Jenkins et al. 2009; [37] Hill et al. 2011; [07] Enrigth et al. 2003; [28] Ben Saad et al. 2009","0.5633;-0.3878;-0.3645;-0.3015;-0.0743;-0.1161;0.1136;0.6253;-0.2159;0.0806;0.5819;-0.067;0.1543;-0.238;0.646",676.921052631579,673.575849171287,1774.09713353303,0.291003762890403,-3.34520346029179,-165.326462817282,124.846829369903,52.241551964212,73.8077993095141
27,"natalia_oliveira_2023",15,"[43] Rao et al. 2013; [54] Almeida et al. 2019; [27] Alameri et al. 2009; [58] Delbressine et al. 2023; [02] Enright & Sherrill 1998; [40] Britto et al. 2013; [47] Nusdwinuringtyas et al, 2014; [09] Camarri et al. 2006; [18] Iwama et al. 2009; [15] Masmoudi et al. 2008; [20] Jenkins et al. 2009; [06] Gibbons et al. 2001; [28] Ben Saad et al. 2009; [50] Zou et al. 2017; [34] Dourado, Vidotto, Guerra 2011","-0.2309;-0.2545;0.5623;0.0253;0.7344;-0.2922;0.3451;0.2061;0.3082;-0.0991;-0.0932;-0.4204;0.4937;-0.2986;0.0136",687.557894736842,585.178036264543,1641.17468086376,0.15653568014161,-102.379858472299,-222.60751321296,20.5555356346222,106.572895008666,124.955400866086
28,"natalia_oliveira_2023",8,"[09] Camarri et al. 2006; [48] Fernandes et al. 2016; [37] Hill et al. 2011; [28] Ben Saad et al. 2009; [06] Gibbons et al. 2001; [55] Almeida et al. 2019; [15] Masmoudi et al. 2008; [54] Almeida et al. 2019","0.3467;0.6852;0.3391;0.7017;-0.8145;0.2042;-0.2884;-0.1739",668.531578947368,616.707861101547,2346.48114582855,0.300188274162933,-51.8237178458213,-189.327277041621,68.4892772553345,65.8636219356617,84.3367702684863
29,"natalia_oliveira_2023",4,"[20] Jenkins et al. 2009; [13] Chetta et al. 2006; [10] Camarri et al. 2006; [15] Masmoudi et al. 2008","0.2423;0.219;0.2971;0.2416",667.168421052632,685.805073877492,1442.60499147276,0.188686393856194,18.6366528248606,-109.012329200497,143.035594785364,53.6822614383178,69.4779803398587
30,"natalia_oliveira_2023",26,"[55] Almeida et al. 2019; [06] Gibbons et al. 2001; [42] Britto et al. 2013; [28] Ben Saad et al. 2009; [02] Enright & Sherrill 1998; [07] Enrigth et al. 2003; [34] Dourado, Vidotto, Guerra 2011; [54] Almeida et al. 2019; [18] Iwama et al. 2009; [30] Osses et al. 2010; [47] Nusdwinuringtyas et al, 2014; [37] Hill et al. 2011; [15] Masmoudi et al. 2008; [20] Jenkins et al. 2009; [27] Alameri et al. 2009; [40] Britto et al. 2013; [10] Camarri et al. 2006; [32] Soares, Pereira 2011; [13] Chetta et al. 2006; [26] Jenkins et al. 2009; [43] Rao et al. 2013; [48] Fernandes et al. 2016; [50] Zou et al. 2017; [45] Kim et al. 2014; [04] Troosters, Gosselink & Decramer 1999; [58] Delbressine et al. 2023","0.1002;-0.4976;0.1541;0.8142;0.7601;-0.0079;0.0368;-0.3061;0.2533;-0.0483;0.3564;0.1704;-0.1391;-0.0827;0.7108;-0.3885;-0.3419;-0.2443;-0.5419;-0.0589;-0.1941;0.2011;-0.2085;0.3664;0.1918;-0.0558",676.510526315789,565.387398269501,2043.46243582797,0.246055243822226,-111.123128046288,-241.832332248617,4.0987320145122,114.479994608448,132.789155193879
31,"natalia_oliveira_2023",8,"[54] Almeida et al. 2019; [32] Soares, Pereira 2011; [04] Troosters, Gosselink & Decramer 1999; [43] Rao et al. 2013; [09] Camarri et al. 2006; [55] Almeida et al. 2019; [50] Zou et al. 2017; [06] Gibbons et al. 2001","0.1187;-0.3698;0.5081;0.0553;0.4833;0.3911;-0.1871;5e-04",677.868421052632,760.758460924166,1848.02527156633,0.181991390946903,82.8900398715347,-26.2594898045029,208.031372407109,90.0242022974803,107.726250523506
32,"natalia_oliveira_2023",5,"[04] Troosters, Gosselink & Decramer 1999; [43] Rao et al. 2013; [20] Jenkins et al. 2009; [40] Britto et al. 2013; [02] Enright & Sherrill 1998","0.1935;0.4254;0.0133;0.1225;0.2453",666.984210526316,596.004872739982,1627.17269865376,0.126957116039148,-70.979337786334,-207.6776295302,54.7965583562307,84.4344733263446,100.023710357703
33,"natalia_oliveira_2023",19,"[07] Enrigth et al. 2003; [30] Osses et al. 2010; [40] Britto et al. 2013; [42] Britto et al. 2013; [54] Almeida et al. 2019; [26] Jenkins et al. 2009; [10] Camarri et al. 2006; [18] Iwama et al. 2009; [20] Jenkins et al. 2009; [27] Alameri et al. 2009; [32] Soares, Pereira 2011; [47] Nusdwinuringtyas et al, 2014; [13] Chetta et al. 2006; [28] Ben Saad et al. 2009; [34] Dourado, Vidotto, Guerra 2011; [15] Masmoudi et al. 2008; [55] Almeida et al. 2019; [09] Camarri et al. 2006; [58] Delbressine et al. 2023","0.1871;0.1446;-0.3635;0.1887;-0.3023;0.1007;-0.6662;0.3249;0.1035;0.6633;-0.2179;0.1874;-0.7623;0.7533;0.2612;0.0102;0.1382;0.1138;0.1351",674.673684210526,556.170206982634,1975.78323298462,0.359038911510388,-118.503477227892,-255.088156905666,6.10552308303922,120.622990666938,138.769698824131
34,"natalia_oliveira_2023",14,"[09] Camarri et al. 2006; [45] Kim et al. 2014; [30] Osses et al. 2010; [40] Britto et al. 2013; [54] Almeida et al. 2019; [37] Hill et al. 2011; [07] Enrigth et al. 2003; [48] Fernandes et al. 2016; [20] Jenkins et al. 2009; [13] Chetta et al. 2006; [28] Ben Saad et al. 2009; [58] Delbressine et al. 2023; [43] Rao et al. 2013; [04] Troosters, Gosselink & Decramer 1999","0.1691;0.521;0.0751;-0.3384;-0.0715;0.3967;0.0473;0.5625;0.0172;-0.8454;0.6267;-0.0227;-0.1999;0.0624",675.305263157895,748.158270418882,1982.3457939754,0.22013100618751,72.8530072609873,-90.3605113205523,192.258454182303,85.9669552980275,102.21217478772
35,"natalia_oliveira_2023",19,"[15] Masmoudi et al. 2008; [26] Jenkins et al. 2009; [06] Gibbons et al. 2001; [09] Camarri et al. 2006; [02] Enright & Sherrill 1998; [04] Troosters, Gosselink & Decramer 1999; [45] Kim et al. 2014; [32] Soares, Pereira 2011; [50] Zou et al. 2017; [18] Iwama et al. 2009; [28] Ben Saad et al. 2009; [42] Britto et al. 2013; [30] Osses et al. 2010; [10] Camarri et al. 2006; [43] Rao et al. 2013; [20] Jenkins et al. 2009; [58] Delbressine et al. 2023; [47] Nusdwinuringtyas et al, 2014; [40] Britto et al. 2013","-0.1643;-0.041;-0.7101;0.3567;0.8705;0.0962;0.5447;-0.2303;-0.1315;0.3476;0.6929;0.1268;-0.0313;-0.4879;-0.0984;-0.0474;-0.0717;0.4295;-0.4511",664.352631578947,591.779135009981,1951.14527240256,0.253418471546066,-72.5734965689662,-222.485778211133,71.4799654682153,84.1477872721545,100.388504165189
